,Event ID,Date,Short Name,Name,Date Time,Fight Number,Fight ID,Card Segment,Referee,Result Type,Winner ID,Red Fighter Name,Blue Fighter Name,American Odd that Red Fighter Will Win,American Odd that Blue Fighter Will Win,Location,Country,Winner of the Fight,Title Bout?,Weight Class,Number of Rounds in Fight,Blue Significant Strikes Landed/min,Blue Significant Striking Accuracy,Blue Average Submissions Attempted/15min,Blue Average Takedowns Landed/15min,Blue Takedown Accuracy,Red Significant Strikes Landed/min,Red Significant Striking Accuracy,Red Average Submissions Attempted/15min,Red Average Takedowns Landed/15min,Red Takedown Accuracy
3077,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,5,1703,Main Card,Herb Dean,Scrambled,140000649.0,Billy Quarantillo,Kyle Nelson,-250,195,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,2.73,0.36,2.8,1.41,0.16,7.43,0.79,3.1,1.34,0.42
3078,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,6,1693,Main Card,Marc Goddard,Scrambled,140000488.0,Billy Quarantillo,Kyle Nelson,-250,195,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,2.73,0.36,2.8,1.41,0.16,7.43,0.79,3.1,1.34,0.42
3079,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,7,1705,Prelims,Mark Smith,Scrambled,140000360.0,Billy Quarantillo,Kyle Nelson,-250,195,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,2.73,0.36,2.8,1.41,0.16,7.43,0.79,3.1,1.34,0.42
3080,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,8,1704,Prelims,Chris Tognoni,Scrambled,140001017.0,Billy Quarantillo,Kyle Nelson,-250,195,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,2.73,0.36,2.8,1.41,0.16,7.43,0.79,3.1,1.34,0.42
3081,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,9,1708,Prelims,Mark Smith,Scrambled,140000903.0,Billy Quarantillo,Kyle Nelson,-250,195,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,2.73,0.36,2.8,1.41,0.16,7.43,0.79,3.1,1.34,0.42
3082,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,10,1702,Prelims,Herb Dean,Scrambled,140000056.0,Billy Quarantillo,Kyle Nelson,-250,195,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,2.73,0.36,2.8,1.41,0.16,7.43,0.79,3.1,1.34,0.42
3083,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,11,1701,Prelims,Chris Tognoni,Scrambled,140000090.0,Billy Quarantillo,Kyle Nelson,-250,195,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,2.73,0.36,2.8,1.41,0.16,7.43,0.79,3.1,1.34,0.42
3084,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,12,1700,Prelims,Marc Goddard,Scrambled,140000225.0,Billy Quarantillo,Kyle Nelson,-250,195,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,2.73,0.36,2.8,1.41,0.16,7.43,0.79,3.1,1.34,0.42
3085,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,1,1686,Main Card,Marc Goddard,Scrambled,140000240.0,Julia Avila,Sijara Eubanks,-305,230,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,3,4.95,0.41,0.0,2.0,0.5,3.9,0.42,0.0,0.0,0.0
3086,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,2,1699,Main Card,Herb Dean,Scrambled,140000596.0,Julia Avila,Sijara Eubanks,-305,230,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,3,4.95,0.41,0.0,2.0,0.5,3.9,0.42,0.0,0.0,0.0
3087,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,3,1698,Main Card,Mark Smith,Scrambled,140000281.0,Julia Avila,Sijara Eubanks,-305,230,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,3,4.95,0.41,0.0,2.0,0.5,3.9,0.42,0.0,0.0,0.0
3088,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,4,1697,Main Card,Chris Tognoni,Scrambled,140000354.0,Julia Avila,Sijara Eubanks,-305,230,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,3,4.95,0.41,0.0,2.0,0.5,3.9,0.42,0.0,0.0,0.0
3089,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,5,1703,Main Card,Herb Dean,Scrambled,140000649.0,Julia Avila,Sijara Eubanks,-305,230,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,3,4.95,0.41,0.0,2.0,0.5,3.9,0.42,0.0,0.0,0.0
3090,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,6,1693,Main Card,Marc Goddard,Scrambled,140000488.0,Julia Avila,Sijara Eubanks,-305,230,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,3,4.95,0.41,0.0,2.0,0.5,3.9,0.42,0.0,0.0,0.0
3091,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,7,1705,Prelims,Mark Smith,Scrambled,140000360.0,Julia Avila,Sijara Eubanks,-305,230,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,3,4.95,0.41,0.0,2.0,0.5,3.9,0.42,0.0,0.0,0.0
3092,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,8,1704,Prelims,Chris Tognoni,Scrambled,140001017.0,Julia Avila,Sijara Eubanks,-305,230,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,3,4.95,0.41,0.0,2.0,0.5,3.9,0.42,0.0,0.0,0.0
3093,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,9,1708,Prelims,Mark Smith,Scrambled,140000903.0,Julia Avila,Sijara Eubanks,-305,230,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,3,4.95,0.41,0.0,2.0,0.5,3.9,0.42,0.0,0.0,0.0
3094,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,10,1702,Prelims,Herb Dean,Scrambled,140000056.0,Julia Avila,Sijara Eubanks,-305,230,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,3,4.95,0.41,0.0,2.0,0.5,3.9,0.42,0.0,0.0,0.0
3095,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,11,1701,Prelims,Chris Tognoni,Scrambled,140000090.0,Julia Avila,Sijara Eubanks,-305,230,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,3,4.95,0.41,0.0,2.0,0.5,3.9,0.42,0.0,0.0,0.0
3096,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,12,1700,Prelims,Marc Goddard,Scrambled,140000225.0,Julia Avila,Sijara Eubanks,-305,230,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,3,4.95,0.41,0.0,2.0,0.5,3.9,0.42,0.0,0.0,0.0
3097,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,1,1686,Main Card,Marc Goddard,Scrambled,140000240.0,Roosevelt Roberts,Kevin Croom,-385,286,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.49,1.1,1.77,0.57
3098,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,2,1699,Main Card,Herb Dean,Scrambled,140000596.0,Roosevelt Roberts,Kevin Croom,-385,286,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.49,1.1,1.77,0.57
3099,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,3,1698,Main Card,Mark Smith,Scrambled,140000281.0,Roosevelt Roberts,Kevin Croom,-385,286,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.49,1.1,1.77,0.57
3100,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,4,1697,Main Card,Chris Tognoni,Scrambled,140000354.0,Roosevelt Roberts,Kevin Croom,-385,286,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.49,1.1,1.77,0.57
3101,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,5,1703,Main Card,Herb Dean,Scrambled,140000649.0,Roosevelt Roberts,Kevin Croom,-385,286,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.49,1.1,1.77,0.57
3102,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,6,1693,Main Card,Marc Goddard,Scrambled,140000488.0,Roosevelt Roberts,Kevin Croom,-385,286,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.49,1.1,1.77,0.57
3103,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,7,1705,Prelims,Mark Smith,Scrambled,140000360.0,Roosevelt Roberts,Kevin Croom,-385,286,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.49,1.1,1.77,0.57
3104,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,8,1704,Prelims,Chris Tognoni,Scrambled,140001017.0,Roosevelt Roberts,Kevin Croom,-385,286,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.49,1.1,1.77,0.57
3105,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,9,1708,Prelims,Mark Smith,Scrambled,140000903.0,Roosevelt Roberts,Kevin Croom,-385,286,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.49,1.1,1.77,0.57
3106,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,10,1702,Prelims,Herb Dean,Scrambled,140000056.0,Roosevelt Roberts,Kevin Croom,-385,286,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.49,1.1,1.77,0.57
3107,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,11,1701,Prelims,Chris Tognoni,Scrambled,140000090.0,Roosevelt Roberts,Kevin Croom,-385,286,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.49,1.1,1.77,0.57
3108,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,12,1700,Prelims,Marc Goddard,Scrambled,140000225.0,Roosevelt Roberts,Kevin Croom,-385,286,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.49,1.1,1.77,0.57
3109,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,1,1686,Main Card,Marc Goddard,Scrambled,140000240.0,Alexandr Romanov,Roque Martinez,-360,275,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3110,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,2,1699,Main Card,Herb Dean,Scrambled,140000596.0,Alexandr Romanov,Roque Martinez,-360,275,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3111,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,3,1698,Main Card,Mark Smith,Scrambled,140000281.0,Alexandr Romanov,Roque Martinez,-360,275,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3112,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,4,1697,Main Card,Chris Tognoni,Scrambled,140000354.0,Alexandr Romanov,Roque Martinez,-360,275,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3113,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,5,1703,Main Card,Herb Dean,Scrambled,140000649.0,Alexandr Romanov,Roque Martinez,-360,275,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3114,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,6,1693,Main Card,Marc Goddard,Scrambled,140000488.0,Alexandr Romanov,Roque Martinez,-360,275,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3115,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,7,1705,Prelims,Mark Smith,Scrambled,140000360.0,Alexandr Romanov,Roque Martinez,-360,275,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3116,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,8,1704,Prelims,Chris Tognoni,Scrambled,140001017.0,Alexandr Romanov,Roque Martinez,-360,275,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3117,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,9,1708,Prelims,Mark Smith,Scrambled,140000903.0,Alexandr Romanov,Roque Martinez,-360,275,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3118,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,10,1702,Prelims,Herb Dean,Scrambled,140000056.0,Alexandr Romanov,Roque Martinez,-360,275,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3119,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,11,1701,Prelims,Chris Tognoni,Scrambled,140000090.0,Alexandr Romanov,Roque Martinez,-360,275,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3120,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,12,1700,Prelims,Marc Goddard,Scrambled,140000225.0,Alexandr Romanov,Roque Martinez,-360,275,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3121,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,1,1686,Main Card,Marc Goddard,Scrambled,140000240.0,Bobby Green,Alan Patrick,-295,227,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,1.88,0.43,0.4,3.92,0.4,5.22,0.5,0.4,1.33,0.36
3122,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,2,1699,Main Card,Herb Dean,Scrambled,140000596.0,Bobby Green,Alan Patrick,-295,227,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,1.88,0.43,0.4,3.92,0.4,5.22,0.5,0.4,1.33,0.36
3123,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,3,1698,Main Card,Mark Smith,Scrambled,140000281.0,Bobby Green,Alan Patrick,-295,227,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,1.88,0.43,0.4,3.92,0.4,5.22,0.5,0.4,1.33,0.36
3124,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,4,1697,Main Card,Chris Tognoni,Scrambled,140000354.0,Bobby Green,Alan Patrick,-295,227,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,1.88,0.43,0.4,3.92,0.4,5.22,0.5,0.4,1.33,0.36
3125,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,5,1703,Main Card,Herb Dean,Scrambled,140000649.0,Bobby Green,Alan Patrick,-295,227,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,1.88,0.43,0.4,3.92,0.4,5.22,0.5,0.4,1.33,0.36
3126,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,6,1693,Main Card,Marc Goddard,Scrambled,140000488.0,Bobby Green,Alan Patrick,-295,227,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,1.88,0.43,0.4,3.92,0.4,5.22,0.5,0.4,1.33,0.36
3127,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,7,1705,Prelims,Mark Smith,Scrambled,140000360.0,Bobby Green,Alan Patrick,-295,227,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,1.88,0.43,0.4,3.92,0.4,5.22,0.5,0.4,1.33,0.36
3128,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,8,1704,Prelims,Chris Tognoni,Scrambled,140001017.0,Bobby Green,Alan Patrick,-295,227,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,1.88,0.43,0.4,3.92,0.4,5.22,0.5,0.4,1.33,0.36
3129,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,9,1708,Prelims,Mark Smith,Scrambled,140000903.0,Bobby Green,Alan Patrick,-295,227,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,1.88,0.43,0.4,3.92,0.4,5.22,0.5,0.4,1.33,0.36
3130,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,10,1702,Prelims,Herb Dean,Scrambled,140000056.0,Bobby Green,Alan Patrick,-295,227,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,1.88,0.43,0.4,3.92,0.4,5.22,0.5,0.4,1.33,0.36
3131,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,11,1701,Prelims,Chris Tognoni,Scrambled,140000090.0,Bobby Green,Alan Patrick,-295,227,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,1.88,0.43,0.4,3.92,0.4,5.22,0.5,0.4,1.33,0.36
3132,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,12,1700,Prelims,Marc Goddard,Scrambled,140000225.0,Bobby Green,Alan Patrick,-295,227,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,1.88,0.43,0.4,3.92,0.4,5.22,0.5,0.4,1.33,0.36
3133,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,1,1686,Main Card,Marc Goddard,Scrambled,140000240.0,Brok Weaver,Jalin Turner,306,-420,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,5.95,0.48,1.8,0.46,0.5,4.37,0.62,0.6,0.0,0.0
3134,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,2,1699,Main Card,Herb Dean,Scrambled,140000596.0,Brok Weaver,Jalin Turner,306,-420,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,5.95,0.48,1.8,0.46,0.5,4.37,0.62,0.6,0.0,0.0
3135,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,3,1698,Main Card,Mark Smith,Scrambled,140000281.0,Brok Weaver,Jalin Turner,306,-420,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,5.95,0.48,1.8,0.46,0.5,4.37,0.62,0.6,0.0,0.0
3136,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,4,1697,Main Card,Chris Tognoni,Scrambled,140000354.0,Brok Weaver,Jalin Turner,306,-420,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,5.95,0.48,1.8,0.46,0.5,4.37,0.62,0.6,0.0,0.0
3137,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,5,1703,Main Card,Herb Dean,Scrambled,140000649.0,Brok Weaver,Jalin Turner,306,-420,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,5.95,0.48,1.8,0.46,0.5,4.37,0.62,0.6,0.0,0.0
3138,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,6,1693,Main Card,Marc Goddard,Scrambled,140000488.0,Brok Weaver,Jalin Turner,306,-420,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,5.95,0.48,1.8,0.46,0.5,4.37,0.62,0.6,0.0,0.0
3139,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,7,1705,Prelims,Mark Smith,Scrambled,140000360.0,Brok Weaver,Jalin Turner,306,-420,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,5.95,0.48,1.8,0.46,0.5,4.37,0.62,0.6,0.0,0.0
3140,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,8,1704,Prelims,Chris Tognoni,Scrambled,140001017.0,Brok Weaver,Jalin Turner,306,-420,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,5.95,0.48,1.8,0.46,0.5,4.37,0.62,0.6,0.0,0.0
3141,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,9,1708,Prelims,Mark Smith,Scrambled,140000903.0,Brok Weaver,Jalin Turner,306,-420,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,5.95,0.48,1.8,0.46,0.5,4.37,0.62,0.6,0.0,0.0
3142,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,10,1702,Prelims,Herb Dean,Scrambled,140000056.0,Brok Weaver,Jalin Turner,306,-420,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,5.95,0.48,1.8,0.46,0.5,4.37,0.62,0.6,0.0,0.0
3143,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,11,1701,Prelims,Chris Tognoni,Scrambled,140000090.0,Brok Weaver,Jalin Turner,306,-420,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,5.95,0.48,1.8,0.46,0.5,4.37,0.62,0.6,0.0,0.0
3144,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,12,1700,Prelims,Marc Goddard,Scrambled,140000225.0,Brok Weaver,Jalin Turner,306,-420,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,5.95,0.48,1.8,0.46,0.5,4.37,0.62,0.6,0.0,0.0
3145,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,1,1686,Main Card,Marc Goddard,Scrambled,140000240.0,Bryan Barberena,Anthony Ivy,-278,215,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,4.07,0.36,0.0,0.0,0.0,5.65,0.48,0.3,0.26,0.33
3146,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,2,1699,Main Card,Herb Dean,Scrambled,140000596.0,Bryan Barberena,Anthony Ivy,-278,215,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,4.07,0.36,0.0,0.0,0.0,5.65,0.48,0.3,0.26,0.33
3147,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,3,1698,Main Card,Mark Smith,Scrambled,140000281.0,Bryan Barberena,Anthony Ivy,-278,215,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,4.07,0.36,0.0,0.0,0.0,5.65,0.48,0.3,0.26,0.33
3148,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,4,1697,Main Card,Chris Tognoni,Scrambled,140000354.0,Bryan Barberena,Anthony Ivy,-278,215,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,4.07,0.36,0.0,0.0,0.0,5.65,0.48,0.3,0.26,0.33
3149,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,5,1703,Main Card,Herb Dean,Scrambled,140000649.0,Bryan Barberena,Anthony Ivy,-278,215,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,4.07,0.36,0.0,0.0,0.0,5.65,0.48,0.3,0.26,0.33
3150,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,6,1693,Main Card,Marc Goddard,Scrambled,140000488.0,Bryan Barberena,Anthony Ivy,-278,215,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,4.07,0.36,0.0,0.0,0.0,5.65,0.48,0.3,0.26,0.33
3151,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,7,1705,Prelims,Mark Smith,Scrambled,140000360.0,Bryan Barberena,Anthony Ivy,-278,215,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,4.07,0.36,0.0,0.0,0.0,5.65,0.48,0.3,0.26,0.33
3152,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,8,1704,Prelims,Chris Tognoni,Scrambled,140001017.0,Bryan Barberena,Anthony Ivy,-278,215,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,4.07,0.36,0.0,0.0,0.0,5.65,0.48,0.3,0.26,0.33
