,Event ID,Fight Number,Fight ID,Weight Class,Card Segment,Referee,Rounds,Result Type,Winner ID
317,144,2,1640,Light Heavyweight,Main Card,Kevin Sataki,5,Scrambled,140000123.0
318,144,3,1628,Flyweight,Main Card,Lukas Bosacki,3,Scrambled,140000910.0
319,144,4,1696,Women's Bantamweight,Main Card,Jason Herzog,3,Scrambled,140000710.0
320,144,5,1626,Featherweight,Main Card,Kevin Sataki,3,Scrambled,140000500.0
321,144,6,1582,Lightweight,Prelims,Lukas Bosacki,3,Scrambled,140000625.0
322,144,7,1642,Welterweight,Prelims,Jason Herzog,3,Scrambled,140000628.0
323,144,8,1641,Featherweight,Prelims,Kevin Sataki,3,Scrambled,140001042.0
324,144,9,1695,Light Heavyweight,Prelims,Lukas Bosacki,3,Scrambled,140000549.0
325,144,10,1706,Heavyweight,Prelims,Kevin Sataki,3,Scrambled,140000876.0
326,144,11,1721,Light Heavyweight,Prelims,Jason Herzog,3,Scrambled,140001043.0
327,147,1,1629,Women's Bantamweight,Main Card,Marc Goddard,5,Scrambled,140000447.0
328,147,2,1730,Heavyweight,Main Card,Kevin Sataki,3,Scrambled,140000898.0
329,147,3,1719,Women's Bantamweight,Main Card,Jason Herzog,3,Scrambled,140000471.0
330,147,4,1727,Bantamweight,Main Card,Marc Goddard,3,Scrambled,140000890.0
331,147,5,1729,Middleweight,Main Card,Jason Herzog,3,Scrambled,140000579.0
332,147,6,1728,Welterweight,Prelims,Marc Goddard,3,Scrambled,140000652.0
333,147,7,1691,Featherweight,Prelims,Jason Herzog,3,Scrambled,
334,147,8,1726,Middleweight,Prelims,Kevin Sataki,3,Scrambled,140001027.0
335,147,9,1725,Women's Strawweight,Prelims,Marc Goddard,3,Scrambled,140000884.0
336,147,10,1724,Bantamweight,Prelims,Kevin Sataki,3,Scrambled,140000227.0
337,147,11,1723,Lightweight,Prelims,Jason Herzog,3,Scrambled,140000864.0
338,155,1,1690,Bantamweight,Main Card,Marc Goddard,5,Scrambled,140000007.0
339,155,2,1755,Featherweight,Main Card,Kevin Sataki,3,Scrambled,140000246.0
340,155,3,1722,Heavyweight,Main Card,Marc Goddard,3,Scrambled,140000272.0
341,155,4,1754,Middleweight,Main Card,Kevin Sataki,3,Scrambled,140001047.0
342,155,5,1753,Heavyweight,Main Card,Lukas Bosacki,3,Scrambled,140000892.0
343,155,6,1688,Featherweight,Main Card,Kevin Sataki,3,Scrambled,140001049.0
344,155,7,1751,Middleweight,Prelims,Lukas Bosacki,3,Scrambled,140000749.0
345,155,8,1750,Heavyweight,Prelims,Marc Goddard,3,Scrambled,140000992.0
346,155,9,1749,Middleweight,Prelims,Kevin Sataki,3,Scrambled,140000989.0
347,155,10,1748,Bantamweight,Prelims,Lukas Bosacki,3,Scrambled,140001001.0
348,155,11,1747,Featherweight,Prelims,Marc Goddard,3,Scrambled,140000617.0
349,155,12,1746,Women's Bantamweight,Prelims,Kevin Sataki,3,Scrambled,140000509.0
350,155,13,1745,Flyweight,Prelims,Lukas Bosacki,3,Scrambled,140000926.0
351,154,1,1682,Featherweight,Main Card,Lukas Bosacki,5,Scrambled,140000712.0
352,154,2,1766,Women's Flyweight,Main Card,Lukas Bosacki,3,Scrambled,140000349.0
353,154,3,1681,Light Heavyweight,Main Card,Anders Ohlsson,3,Scrambled,140000066.0
354,154,4,1763,Welterweight,Main Card,Lukas Bosacki,3,Scrambled,140000651.0
355,154,5,1765,Featherweight,Main Card,Anders Ohlsson,3,Scrambled,140000054.0
356,154,6,1764,Lightweight,Prelims,Lukas Bosacki,3,Scrambled,140001054.0
357,154,7,1760,Women's Flyweight,Prelims,Anders Ohlsson,3,Scrambled,140000108.0
358,154,8,1680,Middleweight,Prelims,Lukas Bosacki,3,Scrambled,140000587.0
359,154,9,1679,Lightweight,Prelims,Lukas Bosacki,3,Scrambled,140000592.0
360,154,10,1732,Light Heavyweight,Prelims,Anders Ohlsson,3,Scrambled,140000936.0
361,154,11,1761,Bantamweight,Prelims,Lukas Bosacki,3,Scrambled,140000030.0
362,145,1,1587,Lightweight,Main Card,Jason Herzog,5,Scrambled,140000601.0
363,145,2,1736,Middleweight,Main Card,Anders Ohlsson,3,Scrambled,140000630.0
364,145,3,1735,Heavyweight,Main Card,Lukas Bosacki,3,Scrambled,140000647.0
365,145,4,1586,Middleweight,Main Card,Jason Herzog,3,Scrambled,140001025.0
366,145,5,1734,Women's Flyweight,Main Card,Lukas Bosacki,3,Scrambled,140000517.0
367,145,6,1707,Light Heavyweight,Main Card,Anders Ohlsson,3,Scrambled,140000113.0
368,145,7,1733,Heavyweight,Prelims,Jason Herzog,3,Scrambled,140000400.0
369,145,8,1769,Catch Weight,Prelims,Anders Ohlsson,3,Scrambled,140000227.0
370,145,9,1776,Welterweight,Prelims,Lukas Bosacki,3,Scrambled,140000893.0
371,145,10,1775,Light Heavyweight,Prelims,Anders Ohlsson,3,Scrambled,
372,145,11,1774,Women's Flyweight,Early Prelims,Lukas Bosacki,3,Scrambled,140000928.0
373,145,12,1773,Lightweight,Early Prelims,Jason Herzog,3,Scrambled,140000100.0
374,159,1,1740,Middleweight,Main Card,Herb Dean,5,Scrambled,140000604.0
375,159,2,1792,Featherweight,Main Card,Keith Peterson,3,Scrambled,140000209.0
376,159,3,1790,Heavyweight,Main Card,Herb Dean,3,Scrambled,140000023.0
377,159,4,1791,Middleweight,Main Card,Mark Smith,3,Scrambled,140000229.0
378,159,5,1789,Lightweight,Main Card,Keith Peterson,3,Scrambled,140000341.0
379,159,6,1788,Lightweight,Prelims,Mark Smith,3,Scrambled,140000014.0
380,159,7,1738,Bantamweight,Prelims,Herb Dean,3,Scrambled,140000972.0
381,159,8,1787,Middleweight,Prelims,Keith Peterson,3,Scrambled,140000741.0
382,159,9,1786,Welterweight,Prelims,Mark Smith,3,Scrambled,140000933.0
383,159,10,1739,Light Heavyweight,Prelims,Chris Tognoni,3,Scrambled,140000953.0
384,159,11,1784,Bantamweight,Prelims,Chris Tognoni,3,Scrambled,140000424.0
385,162,1,1768,Light Heavyweight,Main Card,Herb Dean,5,Scrambled,140000015.0
386,162,2,1807,Heavyweight,Main Card,Mark Smith,3,Scrambled,140000298.0
387,162,3,1803,Bantamweight,Main Card,Jason Herzog,3,Scrambled,140000334.0
388,162,4,1815,Featherweight,Main Card,Herb Dean,3,Scrambled,140000617.0
389,162,5,1805,Women's Strawweight,Main Card,Jason Herzog,3,Scrambled,140000394.0
390,162,6,1804,Middleweight,Prelims,Mark Smith,3,Scrambled,140000353.0
391,162,7,1800,Heavyweight,Prelims,Herb Dean,3,Scrambled,140000903.0
392,162,8,1801,Featherweight,Prelims,Chris Tognoni,3,Scrambled,140000460.0
393,162,9,1802,Welterweight,Prelims,Mark Smith,3,Scrambled,140000036.0
394,162,10,1799,Bantamweight,Prelims,Chris Tognoni,3,Scrambled,140000916.0
395,148,1,1657,Lightweight,Main Card,Herb Dean,5,Scrambled,140000368.0
396,148,2,1825,Welterweight,Main Card,Mark Smith,3,Scrambled,140000894.0
397,148,3,1821,Women's Strawweight,Main Card,Jason Herzog,3,Scrambled,140000415.0
398,148,4,1828,Catch Weight,Main Card,Herb Dean,3,Scrambled,140000741.0
399,148,5,1655,Women's Strawweight,Main Card,Jason Herzog,3,Scrambled,140000970.0
400,148,6,1818,Women's Strawweight,Prelims,Mark Smith,3,Scrambled,140001084.0
401,148,7,1817,Bantamweight,Prelims,Chris Tognoni,3,Scrambled,140000544.0
402,148,8,1820,Welterweight,Prelims,Jason Herzog,3,Scrambled,140000150.0
403,148,9,1816,Heavyweight,Prelims,Chris Tognoni,3,Scrambled,140000476.0
