,Date,Red Fighter Name,Blue Fighter Name,American Odd that Red Fighter Will Win,American Odd that Blue Fighter Will Win,Location,Country,Winner of the Fight,Title Bout?,Weight Class,Number of Rounds in Fight,Blue Significant Strikes Landed/min,Blue Significant Striking Accuracy,Blue Average Submissions Attempted/15min,Blue Average Takedowns Landed/15min,Blue Takedown Accuracy,Red Significant Strikes Landed/min,Red Significant Striking Accuracy,Red Average Submissions Attempted/15min,Red Average Takedowns Landed/15min,Red Takedown Accuracy
123,2020-06-06,Charles Byrd,Maki Pitolo,-175,155,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,5.42,0.45,0.9,0.0,0.0,3.86,0.57,1.9,2.52,0.5
124,2020-06-06,Jussier Formiga,Alex Perez,115,-135,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,3,4.48,0.47,1.5,3.27,0.5,1.35,0.39,0.6,1.87,0.35
125,2020-06-06,Alonzo Menifield,Devin Clark,-225,185,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,3,3.12,0.55,0.1,3.03,0.42,5.07,0.48,0.0,0.0,0.0
126,2020-06-06,Evan Dunham,Herbert Burns,185,-225,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,2.31,0.42,5.8,2.88,1.0,5.35,0.39,1.0,1.83,0.33
127,2020-06-13,Jessica Eye,Cynthia Calvillo,120,-130,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,5,4.12,0.43,1.6,1.83,0.43,3.79,0.38,0.7,0.46,0.45
128,2020-06-13,Karl Roberson,Marvin Vettori,210,-230,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,4.05,0.41,0.6,1.43,0.45,3.16,0.52,0.8,1.07,0.57
129,2020-06-13,Charles Rosa,Kevin Aguilar,170,-185,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,3.73,0.36,0.0,0.24,0.5,3.21,0.36,1.0,2.35,0.34
130,2020-06-13,Andre Fili,Charles Jourdain,-220,200,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,4.85,0.43,0.0,0.0,0.0,4.0,0.37,0.2,2.49,0.45
131,2020-06-13,Jordan Espinosa,Mark De La Rosa,-167,157,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,3.28,0.36,0.2,0.66,0.15,4.25,0.55,0.4,0.85,0.2
132,2020-06-13,Mariya Agapova,Hannah Cifers,-335,305,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,4.71,0.44,0.3,0.31,1.0,2.6,0.48,0.0,0.0,0.0
133,2020-06-13,Merab Dvalishvili,Gustavo Lopez,-800,635,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3,0.0,0.0,0.0,0.0,0.0,3.84,0.37,0.0,7.8,0.45
134,2020-06-13,Julia Avila,Gina Mazany,-575,485,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,3,2.72,0.49,0.0,3.18,0.77,3.27,0.4,0.0,0.0,0.0
135,2020-06-13,Tyson Nam,Zarrukh Adashev,-135,125,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,0.0,0.0,0.0,0.0,0.0,3.0,0.27,0.0,0.0,0.0
136,2020-06-13,Anthony Ivy,Christian Aguilera,-185,170,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,2020-06-20,Curtis Blaydes,Alexander Volkov,-400,325,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,5,5.36,0.6,0.2,0.75,0.75,3.74,0.51,0.0,6.63,0.55
138,2020-06-20,Josh Emmett,Shane Burgos,120,-140,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,7.09,0.5,0.2,0.36,1.0,3.63,0.36,0.2,1.5,0.45
139,2020-06-20,Raquel Pennington,Marion Reneau,-160,140,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,3,3.46,0.41,1.1,0.35,1.0,3.32,0.46,0.8,1.13,0.27
140,2020-06-20,Belal Muhammad,Lyman Good,-130,110,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,5.32,0.49,0.0,0.38,1.0,4.37,0.41,0.2,2.15,0.31
141,2020-06-20,Jim Miller,Roosevelt Roberts,200,-240,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,3,3.12,0.49,1.1,1.83,0.57,2.83,0.4,1.9,1.69,0.41
142,2020-06-20,Clay Guida,Bobby Green,195,-235,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,4.95,0.49,0.3,1.12,0.29,2.45,0.33,0.7,3.39,0.38
143,2020-06-20,Tecia Torres,Brianna Van Buren,175,-210,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,3,4.8,0.38,0.0,3.0,0.75,4.04,0.47,0.1,0.67,0.14
144,2020-06-20,Marc-Andre Barriault,Oskar Piechota,100,-120,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,3.19,0.55,1.9,0.76,0.5,3.53,0.43,0.0,0.33,0.16
145,2020-06-20,Cortney Casey,Gillian Robertson,100,-120,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,3,2.18,0.5,1.3,3.44,0.47,4.72,0.38,0.7,0.34,0.3
146,2020-06-20,Frank Camacho,Justin Jaynes,-340,280,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,6.68,0.46,0.0,1.18,0.45
147,2020-06-20,Roxanne Modafferi,Lauren Murphy,-125,105,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,3,3.76,0.38,0.0,1.03,0.32,3.06,0.31,0.1,1.45,0.21
148,2020-06-20,Austin Hubbard,Max Rohskopf,160,-185,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.02,0.44,0.0,1.0,0.6
149,2020-06-27,Dustin Poirier,Dan Hooker,-225,180,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,5,4.76,0.45,0.3,0.43,0.28,5.51,0.49,1.2,1.55,0.37
150,2020-06-27,Mike Perry,Mickey Gall,-315,235,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,2.22,0.43,2.7,1.5,0.38,4.27,0.47,0.0,0.61,0.41
151,2020-06-27,Brendan Allen,Kyle Daukaus,-305,235,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,4.53,0.67,4.0,2.0,0.4,2.62,0.59,4.5,2.68,0.37
152,2020-06-27,Gian Villante,Maurice Greene,180,-230,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,3,4.19,0.44,0.5,0.0,0.0,4.26,0.42,0.0,0.53,0.23
153,2020-06-27,Luis Pena,Khama Worthy,-250,195,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,4.94,0.41,0.0,0.0,0.0,3.32,0.46,1.0,1.0,0.29
154,2020-06-27,Mara Romero Borella,Miranda Maverick,230,-305,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,0.0,0.0,0.0,0.0,0.0,2.54,0.37,0.2,1.66,0.43
155,2020-06-27,Philipe Lins,Tanner Boser,-112,-112,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,3,4.17,0.49,0.0,0.0,0.0,2.73,0.41,0.0,0.0,0.0
156,2020-06-27,Sean Woodson,Julian Erosa,-455,325,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,3,4.18,0.45,0.8,0.83,0.6,5.27,0.43,0.0,0.0,0.0
157,2020-06-27,Takashi Sato,Jason Witt,-278,215,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,3.13,0.36,0.0,0.82,0.5
158,2020-06-27,Kay Hansen,Jinh Yu Frey,-175,138,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,2020-06-27,Jordan Griffin,Youssef Zalal,-106,-114,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,3,2.07,0.56,2.0,6.0,0.5,2.87,0.48,2.5,0.35,0.2
160,2020-07-11,Kamaru Usman,Jorge Masvidal,-240,190,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,True,Welterweight,5,4.33,0.47,0.4,1.7,0.59,4.6,0.52,0.2,3.44,0.5
161,2020-07-11,Alexander Volkanovski,Max Holloway,-210,170,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,True,Featherweight,3,6.66,0.44,0.4,0.24,0.83,6.15,0.57,0.4,2.16,0.34
162,2020-07-11,Petr Yan,Jose Aldo,-215,175,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,True,Bantamweight,3,3.47,0.44,0.1,0.64,0.65,5.65,0.46,0.2,1.73,0.53
163,2020-07-11,Jessica Andrade,Rose Namajunas,175,-215,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Women's Strawweight,3,3.95,0.42,0.9,2.17,0.55,6.55,0.51,0.5,3.21,0.58
164,2020-07-11,Amanda Ribas,Paige VanZant,-770,500,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Flyweight,3,3.4,0.52,1.0,1.31,0.33,4.84,0.44,1.6,2.02,0.5
165,2020-07-11,Volkan Oezdemir,Jiri Prochazka,-159,129,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Light Heavyweight,3,0.0,0.0,0.0,0.0,0.0,4.88,0.45,0.0,0.39,0.22
166,2020-07-11,Elizeu Zaleski dos Santos,Muslim Salikhov,108,-134,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Welterweight,3,2.92,0.46,0.0,1.22,0.42,4.17,0.39,0.5,0.65,0.2
167,2020-07-11,Makwan Amirkhani,Danny Henry,-215,170,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,3,5.85,0.53,2.7,0.89,0.33,1.6,0.47,1.5,3.39,0.34
168,2020-07-11,Leonardo Santos,Roman Bogatov,-177,145,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,2.4,0.41,0.4,1.1,0.25
169,2020-07-11,Marcin Tybura,Maxim Grishin,-112,-112,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,3.52,0.5,0.1,1.54,0.5
170,2020-07-11,Raulian Paiva,Zhalgas Zhamagulov,-180,142,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,4.81,0.43,0.3,0.35,0.2
171,2020-07-11,Karol Rosa,Vanessa Melo,-250,195,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Bantamweight,3,3.6,0.28,0.0,0.0,0.0,11.4,0.48,0.0,0.0,0.0
172,2020-07-11,Martin Day,Davey Grant,-162,130,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Bantamweight,3,3.13,0.52,0.0,2.64,0.47,5.6,0.49,1.0,1.0,0.66
173,2020-07-15,Calvin Kattar,Dan Ige,-286,220,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,5,4.12,0.48,0.7,2.15,0.34,5.29,0.41,0.0,0.42,0.28
174,2020-07-15,Tim Elliott,Ryan Benoit,-141,112,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Flyweight,3,2.8,0.4,0.2,0.2,0.16,3.41,0.46,1.2,4.31,0.55
175,2020-07-15,Jimmie Rivera,Cody Stamann,-141,112,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,3,4.51,0.49,0.0,3.34,0.48,4.1,0.4,0.0,0.7,0.23
176,2020-07-15,Molly McCann,Taila Santos,-152,120,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Women's Flyweight,3,4.23,0.49,1.0,1.0,1.0,6.49,0.49,0.9,2.59,0.33
177,2020-07-15,Abdul Razak Alhassan,Mounir Lazzez,-345,260,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,4.59,0.46,0.0,0.57,0.33
178,2020-07-15,John Phillips,Khamzat Chimaev,271,-375,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Middleweight,3,0.0,0.0,0.0,0.0,0.0,2.64,0.34,0.0,0.0,0.0
179,2020-07-15,Ricardo Ramos,Lerone Murphy,-162,130,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Featherweight,3,1.87,0.35,2.0,0.0,0.0,3.05,0.39,0.7,2.13,0.64
180,2020-07-15,Modestas Bukauskas,Andreas Michailidis,-177,140,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,2020-07-15,Jared Gordon,Chris Fishgold,-143,115,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,3,2.53,0.31,1.5,4.55,0.5,6.26,0.54,0.0,2.98,0.39
182,2020-07-15,Diana Belbita,Liana Jojua,-195,155,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Women's Flyweight,3,1.53,0.42,0.0,2.41,0.66,6.53,0.38,0.0,1.0,1.0
183,2020-07-15,Jack Shore,Aaron Phillips,-715,475,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Bantamweight,3,1.87,0.59,0.5,0.0,0.0,3.58,0.5,1.2,4.67,0.57
184,2020-07-18,Deiveson Figueiredo,Joseph Benavidez,-225,180,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,True,Flyweight,5,3.53,0.34,0.6,1.5,0.3,2.54,0.52,2.4,1.81,0.5
185,2020-07-18,Jack Hermansson,Kelvin Gastelum,-112,-112,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,3,3.75,0.43,0.1,0.8,0.35,5.13,0.48,0.7,2.23,0.36
186,2020-07-18,Marc Diakiese,Rafael Fiziev,-167,135,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,4.08,0.5,0.0,0.91,1.0,2.86,0.37,0.0,2.5,0.4
187,2020-07-18,Ariane Lipski,Luana Carolina,-125,100,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Flyweight,3,6.53,0.5,2.0,0.0,0.0,3.38,0.31,0.3,0.33,1.0
188,2020-07-18,Alexandre Pantoja,Askar Askarov,-210,165,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,3.43,0.48,0.0,2.0,0.22,4.58,0.47,1.3,1.1,0.35
189,2020-07-18,Roman Dolidze,Khadis Ibragimov,-167,135,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,5.23,0.52,0.0,1.67,0.3,0.0,0.0,0.0,0.0,0.0
190,2020-07-18,Grant Dawson,Nad Narimani,-250,195,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Catch Weight,3,3.8,0.43,0.0,2.64,0.41,3.48,0.48,2.5,5.09,0.48
191,2020-07-18,Joe Duffy,Joel Alvarez,-335,250,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.55,0.33,0.0,0.0,0.0,2.56,0.33,0.8,0.75,0.6
192,2020-07-18,Brett Johns,Montel Jackson,170,-215,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Bantamweight,3,4.16,0.55,0.2,4.84,0.79,3.3,0.48,1.0,4.29,0.52
193,2020-07-18,Malcolm Gordon,Amir Albazi,135,-167,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,2020-07-18,Davi Ramos,Arman Tsarukyan,160,-200,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,3,2.0,0.4,0.0,1.5,0.13,2.74,0.39,0.7,2.42,0.5
195,2020-07-18,Carlos Felipe,Serghei Spivac,140,-177,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,3,2.08,0.39,0.6,3.74,0.66,0.0,0.0,0.0,0.0,0.0
196,2020-07-25,Robert Whittaker,Darren Till,-130,107,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,5,2.41,0.46,0.0,0.66,0.41,4.77,0.39,0.0,0.36,0.57
197,2020-07-25,Mauricio Rua,Rogerio Nogueira,-190,150,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.39,0.34,0.8,0.67,0.44,3.63,0.5,0.8,2.17,0.48
198,2020-07-25,Fabricio Werdum,Alexander Gustafsson,260,-335,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,3,4.02,0.4,0.4,1.56,0.39,3.61,0.52,1.1,1.71,0.31
199,2020-07-25,Carla Esparza,Marina Rodriguez,145,-182,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Strawweight,3,5.6,0.5,0.2,0.48,0.33,2.3,0.41,0.3,3.28,0.33
200,2020-07-25,Paul Craig,Gadzhimurad Antigulov,-137,110,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,3,2.32,0.51,3.5,8.7,0.41,2.33,0.48,1.5,1.65,0.21
201,2020-07-25,Alex Oliveira,Peter Sobotta,-182,145,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Welterweight,3,2.17,0.39,0.6,1.76,0.35,2.88,0.5,0.6,2.69,0.37
202,2020-07-25,Khamzat Chimaev,Rhys McKee,-1250,700,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,6.94,0.82,2.4,4.84,1.0
203,2020-07-25,Francisco Trinaldo,Jai Herbert,-134,108,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,3.13,0.43,0.5,1.02,0.44
204,2020-07-25,Nicolas Dalby,Jesse Ronson,-265,205,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Welterweight,3,3.09,0.46,0.3,0.67,0.4,3.03,0.38,0.0,1.8,0.45
205,2020-07-25,Tom Aspinall,Jake Collier,-278,220,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,3,4.15,0.39,0.5,0.72,0.23,0.0,0.0,0.0,0.0,0.0
206,2020-07-25,Movsar Evloev,Mike Grundy,-200,161,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,3,3.4,0.58,0.0,1.55,0.33,4.03,0.38,0.0,4.5,0.33
207,2020-07-25,Tanner Boser,Raphael Pessoa,-278,220,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,3,2.4,0.25,0.0,0.0,0.0,4.28,0.5,0.0,0.0,0.0
208,2020-07-25,Bethe Correia,Pannie Kianzad,131,-162,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Women's Bantamweight,3,4.03,0.41,0.4,0.4,0.2,4.47,0.44,0.0,0.37,0.2
209,2020-07-25,Ramazan Emeev,Niklas Stolze,-400,300,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,2.38,0.43,0.2,1.5,0.22
210,2020-07-25,Nathaniel Wood,John Castaneda,-455,320,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Bantamweight,3,3.2,0.46,0.0,2.0,0.28,4.3,0.43,1.5,1.9,0.71
211,2020-08-01,Derek Brunson,Edmen Shahbazyan,275,-360,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,4.11,0.52,0.8,6.77,0.4,3.39,0.45,0.5,2.8,0.29
212,2020-08-01,Joanne Calderwood,Jennifer Maia,-162,130,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,3,4.05,0.38,0.0,0.25,0.5,6.19,0.47,0.5,1.85,0.56
213,2020-08-01,Vicente Luque,Randy Brown,-200,160,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,3.41,0.47,0.6,0.95,0.46,5.66,0.53,0.8,0.73,0.5
214,2020-08-01,Lando Vannata,Bobby Green,-162,130,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,5.01,0.49,0.4,1.19,0.31,4.72,0.44,0.4,1.15,0.36
215,2020-08-01,Frankie Saenz,Jonathan Martinez,200,-250,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3,3.67,0.47,0.0,0.51,0.28,3.97,0.46,0.1,1.77,0.32
216,2020-08-01,Johnny Munoz,Nate Maness,110,-137,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2020-08-01,Jamall Emmers,Vince Cachero,-360,265,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,4.96,0.52,0.0,1.42,0.33
218,2020-08-08,Derrick Lewis,Aleksei Oleinik,-200,160,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,5,3.72,0.5,2.2,2.41,0.46,2.53,0.49,0.0,0.48,0.24
219,2020-08-08,Omari Akhmedov,Chris Weidman,115,-141,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,3.14,0.42,1.0,3.82,0.5,2.99,0.34,0.2,2.4,0.5
220,2020-08-08,Maki Pitolo,Darren Stewart,125,-155,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,3,2.94,0.44,0.0,1.38,0.44,5.22,0.45,0.7,1.98,0.6
221,2020-08-08,Yana Kunitskaya,Julija Stoliarenko,-190,150,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,3,3.8,0.36,1.0,0.0,0.0,5.05,0.52,0.3,2.39,0.53
222,2020-08-08,Beneil Dariush,Scott Holtzman,-200,160,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.52,0.49,0.2,2.23,0.6,3.87,0.49,1.1,1.8,0.33
223,2020-08-08,Tim Means,Laureano Staropoli,120,-150,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,4.29,0.31,0.0,0.33,0.25,4.87,0.45,0.2,0.91,0.44
224,2020-08-08,Kevin Holland,Joaquin Buckley,-455,333,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,0.0,0.0,0.0,0.0,0.0,4.29,0.55,1.1,1.26,0.43
225,2020-08-08,Nasrat Haqparast,Alex Munoz,-240,188,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.07,0.63,0.0,4.0,0.66,5.25,0.47,0.0,0.29,0.25
226,2020-08-08,Andrew Sanchez,Wellington Turman,130,-162,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,2.43,0.42,1.0,3.0,0.37,4.49,0.43,0.0,2.25,0.33
227,2020-08-08,Gavin Tucker,Justin Jaynes,-139,112,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,23.41,0.53,0.0,0.0,0.0,2.66,0.37,1.0,2.08,0.33
228,2020-08-08,Youssef Zalal,Peter Barrett,-480,340,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,7.27,0.72,0.0,4.0,0.25,3.0,0.53,1.0,3.0,0.42
229,2020-08-08,Irwin Rivera,Ali Qaisi,-186,148,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,3,0.0,0.0,0.0,0.0,0.0,2.27,0.36,0.0,0.0,0.0
230,2020-08-15,Stipe Miocic,Daniel Cormier,-106,-112,"Las Vegas, Nevada, USA",USA,Red,True,Heavyweight,5,4.25,0.52,0.5,1.95,0.44,4.95,0.52,0.0,2.2,0.37
231,2020-08-15,Sean O'Malley,Marlon Vera,-305,240,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3,3.7,0.48,1.3,0.88,0.42,6.86,0.58,1.2,1.18,0.5
232,2020-08-15,Junior Dos Santos,Jairzinho Rozenstruik,115,-143,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,3,3.84,0.48,0.0,0.0,0.0,4.66,0.48,0.1,0.33,0.55
233,2020-08-15,John Dodson,Merab Dvalishvili,188,-240,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3,4.01,0.39,0.3,8.67,0.5,3.3,0.41,0.0,0.76,0.28
234,2020-08-15,Jim Miller,Vinc Pichel,100,-124,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,3,3.29,0.45,0.4,4.0,0.6,2.81,0.4,1.9,1.68,0.41
235,2020-08-15,Ashley Yoder,Livinha Souza,130,-162,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,3,1.79,0.37,1.9,3.35,0.5,3.1,0.42,0.5,1.33,0.38
236,2020-08-15,Felice Herrig,Virna Jandiroba,240,-315,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,3,1.13,0.42,2.1,4.23,0.46,3.69,0.36,0.9,1.2,0.3
237,2020-08-15,Herbert Burns,Daniel Pineda,-286,225,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,3,2.99,0.43,2.0,1.46,0.25,2.6,0.44,6.9,4.59,1.0
238,2020-08-15,TJ Brown,Danny Chavez,-167,130,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,3.47,0.54,0.7,8.33,0.85
239,2020-08-15,Chris Daukaus,Parker Porter,-106,-118,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,3,8.54,0.47,1.9,1.91,1.0,0.0,0.0,0.0,0.0,0.0
240,2020-08-22,Pedro Munhoz,Frankie Edgar,-278,225,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,5,3.6,0.4,0.3,2.34,0.31,5.29,0.42,1.1,0.92,0.21
241,2020-08-22,Marcin Prachnio,Mike Rodriguez,188,-240,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,3,4.3,0.52,0.0,0.0,0.0,2.39,0.39,0.0,0.0,0.0
242,2020-08-22,Mariya Agapova,Shana Dobson,-1430,750,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,3,3.63,0.34,0.0,0.39,0.25,3.84,0.51,0.8,0.0,0.0
243,2020-08-22,Daniel Rodriguez,Dwight Grant,-230,180,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,3,2.87,0.36,0.0,0.36,1.0,8.6,0.48,0.4,1.94,0.83
